repo,stars,size_kb,age_days,open_issues,language,ci_pass_pct,ci_total,pr_merge_hours,pr_merged_count,releases_per_week,release_count_90d,has_actions,type
runtipi/runtipi,9318,25062,1453,70,TypeScript,95,20,26.4,14,1.4,18,1,code
snapcast/snapcast,7500,24236,4093,103,C++,100,20,288.5,9,0.08,1,1,code
twitchtv/twirp,7500,3914,2983,12,Go,,0,157.1,14,0,0,0,code
ChristianLempa/boilerplates,7499,4958,1741,26,Python,65,20,0.3,19,0.08,1,1,code
1adrianb/face-alignment,7498,6422,3106,87,Python,100,6,4.2,12,0,0,1,code
coells/100days,7498,7410,3281,2,Jupyter Notebook,,0,3.9,1,0,0,0,non-code
metafizzy/infinite-scroll,7496,5006,5797,65,HTML,0,1,42.4,6,0,0,1,code
wiseodd/generative-models,7495,114,3388,22,Python,,0,15,6,0,0,0,code
ufrisk/pcileech,7495,5117,3521,8,C,,0,1.5,8,0,0,0,code
sebastianbergmann/php-file-iterator,7493,56332,5977,0,PHP,90,20,2.3,14,0.23,3,1,code
ecomfe/echarts-for-weixin,7493,1817,2942,511,JavaScript,,0,362.9,7,0,0,0,code
imaNNeo/fl_chart,7490,82759,2502,397,Dart,86,7,0.7,15,0.08,1,1,code
Genymobile/gnirehtet,7490,1036,3324,321,Java,,0,17.3,3,0,0,0,code
yuanguangxin/LeetCode,7490,408,2258,0,Java,,0,16.4,1,0,0,0,non-code
msiemens/tinydb,7487,1178,4631,9,Python,83,18,4125.9,5,0,0,1,code
ithewei/libhv,7486,6822,2759,52,C,100,20,41.5,16,0,0,1,code
coroot/coroot,7486,73222,1304,112,Go,95,20,0.1,20,0.86,11,1,code
arwes/arwes,7486,70409,4087,7,TypeScript,100,10,0.1,18,0,0,1,code
trungdq88/Awesome-Black-Friday-Cyber-Monday,7484,5075,1212,46,unknown,50,20,6.9,15,0,0,1,non-code
phar-io/version,7482,94,3395,4,PHP,,0,11.7,13,0,0,0,code
ninenines/cowboy,7482,9227,5488,56,Erlang,14,7,766.7,4,0,0,1,code
ColinLeung-NiloCat/UnityURPToonLitShaderExample,7482,574,2194,2,ShaderLab,,0,,0,0,0,0,non-code
google/jsonnet,7480,60551,4247,190,Jsonnet,100,20,0.4,20,0.08,1,1,code
lcobucci/jwt,7478,3426,4396,7,PHP,100,20,4.2,16,0,0,1,code
Raathigesh/majestic,7476,9970,3032,51,TypeScript,,0,42.3,19,0,0,0,code
andreasbm/web-skills,7475,122455,2362,54,JavaScript,,0,10.3,3,0,0,0,code
DA-southampton/NLP_ability,7474,24449,2101,1,Python,,0,,0,0,0,0,code
svenstaro/miniserve,7472,4191,2883,78,Rust,90,20,39.1,16,0.08,1,1,code
r0ysue/r0capture,7470,7555,1935,24,Python,,0,7.7,4,0,0,0,code
symfony/process,7469,2201,5503,0,PHP,100,1,,0,1.01,13,1,code
olivere/elastic,7467,8438,4850,117,Go,0,20,331.7,5,0,0,1,code
parcel-bundler/lightningcss,7467,10165,1621,341,Rust,87,15,157.7,17,0.16,2,1,code
kitspace/awesome-electronics,7467,199,3522,13,unknown,100,5,3.8,15,0,0,1,non-code
nodejs/undici,7466,14656,2867,324,JavaScript,75,12,10.2,12,1.48,19,1,code
sindresorhus/execa,7464,2641,3755,16,JavaScript,90,20,2.8,14,0,0,1,code
HIPS/autograd,7464,16401,4132,190,Python,95,20,6.6,20,0,0,1,code
blasten/turn.js,7464,2507,5155,392,JavaScript,,0,85.7,3,0,0,0,code
PKU-YuanGroup/ChatLaw,7464,11499,1015,65,unknown,,0,0,5,0,0,0,non-code
dependency-check/DependencyCheck,7462,307454,4943,217,Java,100,20,43.3,12,0.08,1,1,code
jart/blink,7460,19938,1231,52,C,53,19,15.8,16,0,0,1,code
techiescamp/kubernetes-learning-path,7460,996,1218,2,unknown,,0,31.8,10,0,0,0,non-code
mozilla/geckodriver,7459,7271,4170,190,unknown,,0,0.3,15,0,0,0,non-code
abbodi1406/vcredist,7459,5261,2610,6,VBScript,,0,1.5,1,0,0,0,non-code
xM4ddy/OFGB,7458,74,687,8,C#,,0,16.2,3,0,0,0,code
0voice/linux_kernel_wiki,7458,148941,1696,6,unknown,,0,2.1,3,0,0,0,non-code
MaartenGr/BERTopic,7457,30163,2003,434,Python,20,20,435.6,14,0,0,1,code
istoreos/istoreos,7456,261902,1463,726,C,,0,22,8,0,0,0,code
burnash/gspread,7456,3858,5220,78,Python,20,10,186.7,14,0,0,1,code
firmai/industry-machine-learning,7453,3015,2511,2,Jupyter Notebook,,0,42.4,5,0,0,0,non-code
frenck/awesome-home-assistant,7452,724,2788,38,Shell,0,18,1.4,9,0,0,1,non-code
aliasrobotics/cai,7452,205567,352,22,Python,100,20,39.4,17,0,0,1,code
umdjs/umd,7451,49,5262,43,JavaScript,,0,2449.6,6,0,0,0,code
sebastianbergmann/php-text-template,7450,56744,5963,0,PHP,95,20,1.1,5,0.08,1,1,code
btcpayserver/btcpayserver,7450,62196,3134,75,C#,100,20,4.2,14,0.54,7,1,code
ai-boost/awesome-prompts,7449,15348,789,20,unknown,,0,25.2,6,0,0,0,non-code
dc-js/dc.js,7448,52210,5020,413,JavaScript,,0,31.6,8,0,0,0,code
symfony/var-dumper,7446,2708,4191,0,PHP,,0,,0,0.62,8,0,code
symfony/css-selector,7445,856,5503,0,PHP,,0,,0,0.23,3,0,code
panva/jose,7444,14800,2689,2,TypeScript,100,13,0.1,18,0.16,2,1,code
final-form/react-final-form,7441,7690,3037,375,JavaScript,100,20,7.4,12,0,0,1,code
eriklindernoren/PyTorch-YOLOv3,7439,17140,2858,114,Python,,0,80.7,5,0,0,0,code
dilanx/craco,7438,4779,2711,48,TypeScript,,0,128.8,17,0,0,0,code
windingwind/zotero-better-notes,7436,17838,1421,19,TypeScript,100,20,25,15,0.47,6,1,code
enso-org/enso,7436,129866,3379,613,Java,95,19,27.7,19,1.56,20,1,code
bndr/pipreqs,7435,559,3983,225,Python,50,6,639.4,11,0,0,1,code
podman-desktop/podman-desktop,7435,2282920,1476,810,TypeScript,90,20,5,18,0.23,3,1,code
tesseract-ocr/tessdata,7435,3333943,3992,56,unknown,,0,1.4,13,0,0,0,non-code
norvig/paip-lisp,7435,76497,2962,35,Common Lisp,,0,82.6,15,0,0,0,code
nonebot/nonebot2,7434,14039,2033,24,Python,100,13,46.6,15,0,0,1,code
alvr-org/ALVR,7434,44056,2437,183,Rust,100,19,415.8,9,0,0,1,code
hfiref0x/UACME,7433,13221,4008,0,C,,0,0.2,9,0,0,0,code
phoboslab/qoi,7432,251,1575,30,C,,0,14.6,15,0,0,0,code
lenve/VBlog,7432,3841,3004,68,Java,,0,836.3,1,0,0,0,code
clappr/clappr,7432,76528,4415,1,JavaScript,85,20,102.3,17,0,0,1,code
forrestchang/andrej-karpathy-skills,7430,18,50,13,unknown,,0,6.5,8,0,0,0,non-code
cryptpad/cryptpad,7429,550297,4156,374,JavaScript,100,20,892.1,19,0.08,1,1,code
msgpack/msgpack,7427,2510,5843,94,unknown,,0,33.4,7,0,0,0,non-code
metricsgraphics/metrics-graphics,7427,8522,4339,131,TypeScript,,0,0.2,9,0,0,0,code
LuckyOne7777/LLM-Trading-Lab,7426,19043,251,4,Python,65,20,147.3,7,0,0,1,code
AdnanHodzic/auto-cpufreq,7426,1204,2270,80,Python,81,16,14,19,0.08,1,1,code
open-mmlab/mmpose,7425,56136,2079,326,Python,0,5,82,13,0,0,1,code
andrew--r/frontend-case-studies,7424,1058,2943,17,Astro,20,20,5.2,12,0,0,1,code
alembics/disco-diffusion,7422,499,1482,72,Jupyter Notebook,,0,0,11,0,0,0,code
soimort/translate-shell,7421,2796,4790,114,Awk,,0,46.3,14,0,0,0,code
laravel/tinker,7421,242,3374,1,PHP,100,20,7.6,11,0.23,3,1,code
simeydotme/pokemon-cards-css,7421,121883,1367,3,CSS,,0,1.5,13,0,0,0,code
reactjs/react-modal,7419,5610,4196,211,JavaScript,67,18,1636.4,10,0,0,1,code
daviddao/awful-ai,7418,320,2913,25,unknown,,0,705.6,14,0,0,0,non-code
surmon-china/vue-quill-editor,7417,643,3380,263,JavaScript,,0,14.1,10,0,0,0,code
engineerapart/TheRemoteFreelancer,7416,1060,3432,4,unknown,,0,6.2,5,0,0,0,non-code
jenkinsci/docker,7416,2904,4261,19,PowerShell,100,16,4.1,20,1.09,14,1,code
jbaysolutions/vue-grid-layout,7414,14652,3564,270,JavaScript,,0,11965.7,5,0,0,0,code
guchangan1/All-Defense-Tool,7413,149,1423,1,Python,100,9,,0,0,0,1,code
arsenetar/dupeguru,7408,18974,4652,515,Python,90,20,519.9,13,0,0,1,code
ekzhang/sshx,7408,1012,1494,21,Rust,40,20,0.1,12,0,0,1,code
42wim/matterbridge,7407,115670,3799,340,Go,100,11,1516,7,0,0,1,code
open-mmlab/mmagic,7405,32792,2399,68,Jupyter Notebook,,0,65.3,15,0,0,0,code
moonshine-ai/moonshine,7405,394562,529,10,C,70,20,187.6,12,0.39,5,1,code
DataTables/DataTables,7403,14124,5785,124,CSS,,0,8.8,2,0.08,1,0,code
xirong/my-git,7403,22032,3945,1,unknown,,0,134.3,14,0,0,0,non-code
boltgolt/howdy,7402,1278,2994,316,Python,35,20,7128.3,11,0,0,1,code
LargeWorldModel/LWM,7402,4200,769,61,Python,,0,40.2,2,0,0,0,code
uber-go/fx,7402,3031,3429,69,Go,60,20,39.9,16,0,0,1,code
mvdctop/Movie_Data_Capture,7402,113,2488,3,Python,83,6,38.9,13,0.54,7,1,code
hybridgroup/gocv,7400,10804,3102,348,Go,100,20,18.7,18,0.08,1,1,code
gkamradt/langchain-tutorials,7400,44229,1129,15,Jupyter Notebook,,0,6.7,15,0,0,0,non-code
EleutherAI/gpt-neox,7399,119407,1912,93,Python,5,19,59.8,13,0,0,1,code
growthbook/growthbook,7399,162440,1775,766,TypeScript,89,19,24.6,18,0.08,1,1,code
workshopper/learnyounode,7398,2921,4608,113,HTML,,0,24.5,10,0,0,0,non-code
MemTensor/MemOS,7398,48855,255,65,Python,63,16,0.6,14,0.78,10,1,code
dyc87112/SpringCloud-Learning,7397,1265,3496,23,Java,,0,176.8,2,0,0,0,non-code
GetStream/Vision-Agents,7395,124272,219,16,Python,65,17,1.3,17,1.24,16,1,code
ramensoftware/windhawk,7395,10200,1523,112,C++,,0,19.8,1,0,0,0,code
krausest/js-framework-benchmark,7394,191690,3752,49,JavaScript,,0,174.1,15,0.16,2,0,code
0xInfection/Awesome-WAF,7392,30413,2626,5,Python,100,1,5.3,12,0,0,1,non-code
vanshb03/Summer2026-Internships,7392,292066,686,3,unknown,100,10,3.1,8,0,0,1,code
lining0806/PythonSpiderNotes,7391,7343,3864,12,Python,,0,,0,0,0,0,non-code
tensorlayer/TensorLayer,7391,104782,3571,36,Python,0,6,0.1,11,0,0,1,code
Visualize-ML/Book3_Elements-of-Mathematics,7387,195479,1389,13,Jupyter Notebook,,0,,0,0,0,0,non-code
kubeedge/kubeedge,7387,213332,2728,850,Go,67,3,50.8,15,0.08,1,1,code
abel533/Mapper,7387,2209,4135,251,Java,85,20,882.2,13,0.23,3,1,code
gocd/gocd,7383,421537,4478,75,Java,100,20,0.1,19,0.08,1,1,code
rd2coding/Road2Coding,7382,283,1806,28,unknown,,0,31156.7,1,0,0,0,non-code
tutao/tutanota,7382,267939,4251,834,TypeScript,80,20,68.1,11,1.56,20,1,code
jerryscript-project/jerryscript,7380,62085,4002,225,C,0,17,25.8,11,0,0,1,code
realm/jazzy,7380,89625,4303,74,Ruby,85,20,0.4,18,0,0,1,code
LiuBoyu/blockchain,7380,75,3129,14,unknown,,0,,0,0,0,0,non-code
agronholm/apscheduler,7376,6074,3643,50,Python,80,20,92.4,19,0.08,1,1,code
WenchaoD/FSPagerView,7375,2105,3323,185,Swift,,0,2285,6,0,0,0,code
dendronhq/dendron,7375,112968,2093,801,TypeScript,100,20,1966.5,16,0,0,1,code
yuk7/ArchWSL,7373,377,3026,66,Makefile,,0,3.7,19,0,0,0,code
gaoxiang12/slambook,7372,189302,3551,204,C++,,0,39.1,11,0,0,0,non-code
Terry-Mao/goim,7371,12750,3975,64,Go,,0,182.8,14,0,0,0,code
pqoqubbw/icons,7370,4342,502,9,TypeScript,100,19,18.9,10,0,0,1,code
samuelclay/NewsBlur,7368,963237,6281,108,Python,74,19,53.5,8,0.39,5,1,code
yonggekkk/sing-box-yg,7368,320750,878,0,Shell,75,20,0,5,0,0,1,code
tkipf/gcn,7366,5210,3414,124,Python,,0,8.9,8,0,0,0,code
0nn0/terminal-mac-cheatsheet,7364,143,5179,8,unknown,,0,329.6,15,0,0,0,non-code
tauri-apps/awesome-tauri,7364,462,1516,69,unknown,75,4,3.5,17,0,0,1,non-code
Urinx/WeixinBot,7362,1175,3699,198,Python,,0,24.4,16,0,0,0,code
GoogleCloudPlatform/kubectl-ai,7361,4424,422,135,Go,94,16,53.8,14,0.08,1,1,code
rescript-lang/rescript,7360,1924421,3724,197,ReScript,64,14,5.3,15,0.47,6,1,code
Blazity/next-enterprise,7359,5103,1062,21,TypeScript,70,20,5.1,3,0,0,1,code
LibreSprite/LibreSprite,7358,37565,3486,82,C++,100,16,42.6,14,0,0,1,code
tabulapdf/tabula,7358,97242,4755,541,CSS,,0,43.4,14,0,0,0,code
hellerve/programming-talks,7357,908,4077,2,Python,,0,16.9,20,0,0,0,code
fchollet/deep-learning-models,7355,45,3513,89,Python,,0,86.7,2,0,0,0,non-code
